X_Value	laser_0	laser_1	laser_2	Untitled	Untitled 1	Untitled 2
0.640000	0.013505	0.024787	0.005676	0.000435	0.001423	-0.000586
0.650000	-0.015221	-0.028289	-0.022047	0.001051	0.000863	0.000976
0.660000	0.000829	0.005818	0.007773	0.000796	-0.000321	-0.000243
0.670000	0.002744	-0.010506	0.009141	0.000606	-0.001150	0.001908
0.680000	0.001832	0.013023	0.024189	0.000420	-0.000690	-2.068598E-5
0.690000	0.019250	0.026064	0.002484	0.000159	-0.000624	-7.671292E-5
0.700000	-0.013124	-0.055921	0.000843	0.000138	0.000437	0.000921
0.710000	0.014964	0.033086	0.019720	-2.957760E-5	0.000597	-0.000572
0.720000	-0.004369	0.003174	-0.017214	0.000491	0.001257	0.001615
0.730000	0.014508	0.035365	-0.011104	0.000498	0.001925	-0.001256
0.740000	-0.006102	0.043847	0.028475	0.000726	0.000514	0.001170
0.750000	-0.001360	-0.016433	-0.003079	0.000992	-0.000729	0.000662
0.760000	0.020162	0.049136	0.016619	0.000768	-0.000730	0.000112
0.770000	-0.016589	0.006183	-0.010739	0.000706	-0.000437	0.001398
0.780000	0.005662	0.030076	0.006314	0.000258	-0.000541	-0.000396
0.790000	0.013596	0.031353	0.010783	9.351972E-5	0.000397	0.001005
0.800000	0.000920	0.014938	-0.019403	-5.397988E-5	0.001505	-0.000439
0.810000	0.001741	0.026611	0.014157	0.000103	0.001155	-0.000105
0.820000	-0.034464	-0.003119	-0.008824	0.000434	0.000820	0.001134
0.830000	-0.002636	0.025699	0.017075	0.000502	0.000290	-0.000659
0.840000	0.041958	0.000164	0.028019	0.001060	-0.000463	0.001328
0.850000	-0.011300	-0.017619	-0.034359	0.000885	-0.000886	0.000330
0.860000	-0.016133	0.004906	0.006132	0.000859	-0.000804	0.001057
0.870000	-0.026621	0.017400	-0.007821	0.000759	0.000298	0.000113
0.880000	-0.000357	0.018677	0.008503	0.000191	0.000859	0.000222
0.890000	-0.003092	0.018221	-0.004811	0.000127	0.001091	0.000534
0.900000	-0.023429	0.002170	-0.010192	-9.628282E-5	0.001166	-0.000811
0.910000	0.000555	0.042114	0.015799	0.000273	0.000731	0.001222
0.920000	-0.004825	0.007460	-0.000981	0.000455	0.000146	-0.000645
